#http://dreference.blogspot.co.uk/2010/05/negative-ve-words-adjectives-list-for.html
Inhibited,-1
Inhumane,-1
Injured,-1
Injusticed,-1
Innocent,-1
Innocuous,-1
Insane,-1
Inscrutable,-1
Insecure,-1
Insensate,-1
Insidious,-1
Insignificant,-1
Insincere,-1
Insipid,-1
Insouciant,-1
Insufferable,-1
Insufficient,-1
Insulted,-1
Intact,-1
Intense,-1
Interminable,-1
Interrogated,-1
Interrupted,-1
Intimidated,-1
Intoxicated,-1
Invaded,-1
Invalidated,-1
Invert,-1
Invisible,-1
Irrational,-1
Irresolute,-1
Irritable,-1
Irritated,-1
Isolated,-1
Jaded,-1
Jealous,-1
Jerked around,-1
Jittery,-1
Joyless,-1
Judged,-1
Kept apart,-1
Kept away,-1
Kept in,-1
Kept out,-1
Kept quiet,-1
Labeled,-1
Lacking,-1
Laughable,-1
Laughed at,-1
Lazy,-1
Leaned on,-1
Lectured to,-1
Left out,-1
Let down,-1
Lied about,-1
Lied to,-1
Limited,-1
Little,-1
Lonely,-1
Lonesome,-1
Longing,-1
Lost,-1
Lousy,-1
Loveless,-1
Low,-1
Mad,-1
Made fun of,-1
Malicious,-1
Man handled,-1
Manipulated,-1
Masochistic,-1
Materialistic,-1
Mean,-1
Messed up,-1
Messed with,-1
Messy,-1
Miffed,-1
Miserable,-1
Misgivings,-1
Misled,-1
Misnomer,-1
Mistaken,-1
Mistreated,-1
Mistrusted,-1
Misunderstood,-1
Mixed-up,-1
Mocked,-1
Molested,-1
Moody,-1
Mysterious,-1
Nagged,-1
Naive,-1
Nasty,-1
Naughty,-1
Needy,-1
Negative,-1
Neglected,-1
Nervous,-1
Neurotic,-1
Noisy,-1
Nonchalant,-1
Noncommittal,-1
Nonconforming,-1
Nondescript,-1
Nonpareil,-1
Nonplussed,-1
Numb,-1
Nuts,-1
Nutty,-1
Objectified,-1
Obligated,-1
Obnoxious,-1
Obsessed,-1
Obsessive,-1
Obstructed,-1
Odd,-1
Offended,-1
On display,-1
Opposed,-1
Oppressed,-1
Out of place,-1
Out of touch,-1
Outrageous,-1
Over-controlled,-1
Over-protected,-1
Over-ruled,-1
Overwhelmed,-1
Pain,-1
Panic,-1
Panicky,-1
Paranoid,-1
Passive,-1
Pathetic,-1
Pessimistic,-1
Petrified,-1
Phony,-1
Picked on,-1
Pissed,-1
Pissed off,-1
Plain,-1
Played with,-1
Pooped,-1
Poor,-1
Possessive,-1
Powerless,-1
Preached to,-1
Predjudiced,-1
Pre-judged,-1
Preoccupied,-1
Pressured,-1
Prosecuted,-1
Provoked,-1
Psychopathic,-1
Psychotic,-1
Pulled apart,-1
Pulled back,-1
Punished,-1
Pushed,-1
Pushed away,-1
Put down,-1
Puzzled,-1
Quarrelsome,-1
Queer,-1
Questioned,-1
Quiet,-1
Rage,-1
Raped,-1
Rattled,-1
Reckless,-1
Regret,-1
Rejected,-1
Repulsive,-1
Resented,-1
Resentful,-1
Responsible,-1
Restricted,-1
Retarded,-1
Revengeful,-1
Ridiculed,-1
Ridiculous,-1
Robbed,-1
Rotten,-1
Ruthless,-1
Sad,-1
Sadistic,-1
Sarcastic,-1
Scared,-1
Scarred,-1
Scary,-1
Screwed,-1
Screwed over,-1
Screwed up,-1
Secretive,-1
Self-centered,-1
Self-conscious,-1
Self-destructive,-1
Self-hatred,-1
Selfish,-1
Sensitive,-1
Shouted at,-1
Shy,-1
Silly,-1
Singled-out,-1
Skeptical,-1
Slow,-1
Small,-1
Smothered,-1
Snapped at,-1
Sneaky,-1
Snobbish,-1
Sore,-1
Spendthrift,-1
Spiteful,-1
Squeamish,-1
Stereotyped,-1
Stingy,-1
Strange,-1
Strange,-1
Stressed,-1
Stretched,-1
Stuck,-1
Stupid,-1
Submissive,-1
Suffering,-1
Suffocated,-1
Suicidal,-1
Sulky,-1
Superficial,-1
Suppressed,-1
Suspicious,-1
Tacky,-1
Teased,-1
Tense,-1
Terrible,-1
Terrified,-1
Testy,-1
Thick-skinned,-1
Thoughtless,-1
Threatened,-1
Threatening,-1
Tight,-1
Timid,-1
Tired,-1
Tiresome,-1
Trapped,-1
Troubled,-1
Truculent,-1
Typical,-1
Unbeknownst,-1
Unbridled,-1
Uncared about,-1
Uncouth,-1
Underestimated,-1
Under-protected,-1
Undesirable,-1
Unflappable,-1
Unfurl,-1
Ungainly,-1
Unheard,-1
Unimportant,-1
Uninformed,-1
Unkempt,-1
Unknown,-1
Unloved,-1
Unmitigated,-1
Unnerved,-1
Unrequited,-1
Unruly,-1
Unsafe,-1
Unscathed,-1
Unsuitable,-1
Unsupported,-1
Unsure,-1
Unswerving,-1
Unthinkable,-1
Untoward,-1
Untrusted,-1
Untrusting,-1
Unwanted,-1
Unwieldy,-1
Upset,-1
Uptight,-1
Vague,-1
Vengeful,-1
Venomous,-1
Violated,-1
Volatile,-1
Voracious,-1
Vulgar,-1
Wary,-1
Wasteful,-1
Weak,-1
Weary,-1
Wicked,-1
Worried,-1
Worthless,-1
Wretched,-1
